time,side,ticker_id,mv_dn_composite_labels,accel_eps_qoq_df017,dist_upper_bb_20_2.0_df055,joint_fall_flag_1_20_df042
2009-06-12 00:00:00+00,SHORT,730,0.9166666666666666,0.22,0.0034351621,1.0
2009-06-12 00:00:00+00,SHORT,3471,0.0,-0.17,-0.0046468196,1.0
2009-07-16 00:00:00+00,SHORT,836,0.0,-0.34,0.005127181,1.0
2009-08-25 00:00:00+00,SHORT,960,0.06232548390995235,-0.03,7.824999E-4,1.0
2009-08-26 00:00:00+00,SHORT,558,1.0,0.1,0.002585027,1.0
2009-08-31 00:00:00+00,SHORT,3610,0.0,0.28,0.010057568,1.0
2009-09-17 00:00:00+00,SHORT,2866,1.0,-0.06,-0.0022595397,1.0
2009-09-17 00:00:00+00,SHORT,836,0.0,0.04,-0.0017965146,1.0
2009-09-17 00:00:00+00,SHORT,3142,1.0,0.06,0.0070597385,1.0
2009-10-15 00:00:00+00,SHORT,3613,0.5570806464854736,-0.21,-0.004514325,1.0
2009-10-20 00:00:00+00,SHORT,323,0.9166666666666666,0.115,-0.0032786848,1.0
2009-10-23 00:00:00+00,SHORT,11,0.6104252561056633,0.0325,-0.0041882424,1.0
2009-10-26 00:00:00+00,SHORT,1916,0.3366754008899253,0.04,-5.838109E-4,1.0
2009-10-27 00:00:00+00,SHORT,266,0.0,0.01,0.0027673182,1.0
2009-11-10 00:00:00+00,SHORT,2350,0.0,0.09,-0.0039202645,1.0
2009-12-03 00:00:00+00,SHORT,2125,0.6032616098480919,-0.03,7.5782323E-4,1.0
2009-12-03 00:00:00+00,SHORT,2661,0.0,-0.1,-0.0048455964,1.0
2009-12-14 00:00:00+00,SHORT,2151,1.0,0.07,-0.0020045969,1.0
2009-12-14 00:00:00+00,SHORT,1306,0.33056688751126095,0.45,0.010095266,1.0
2009-12-15 00:00:00+00,SHORT,1306,0.28682734428376966,0.45,-0.0024503719,1.0
2009-12-16 00:00:00+00,SHORT,2703,0.5377017672951729,0.6,-0.004012248,1.0
2009-12-21 00:00:00+00,SHORT,535,0.0,0.13,7.083291E-4,1.0
2009-12-22 00:00:00+00,SHORT,3192,0.0,-0.0201,-0.0016534292,1.0
2010-01-07 00:00:00+00,SHORT,3861,1.0,0.07,-0.00485361,1.0
2010-01-13 00:00:00+00,SHORT,3782,0.48443171424302806,0.35,-0.003701081,1.0
2010-01-14 00:00:00+00,SHORT,4079,0.0,0.0,-6.428308E-4,1.0
2010-01-15 00:00:00+00,SHORT,2365,0.6572658162021431,0.01,0.0063755633,1.0
2010-01-21 00:00:00+00,SHORT,39,0.10719509762342815,-0.14,-0.0013028301,1.0
2010-01-21 00:00:00+00,SHORT,3612,1.0,-0.21,-0.0021993255,1.0
2010-01-28 00:00:00+00,SHORT,3539,0.19756821946290723,-0.45,0.010519374,1.0
2010-01-29 00:00:00+00,SHORT,3539,0.1791327130982281,-0.45,3.2045346E-4,1.0
2010-02-02 00:00:00+00,SHORT,1220,0.0,0.02,0.011486712,1.0
2010-02-03 00:00:00+00,SHORT,1220,0.0,0.02,-0.0037482136,1.0
2010-03-08 00:00:00+00,SHORT,4215,0.23135753068740397,-0.0486,0.011134602,1.0
2010-03-08 00:00:00+00,SHORT,1361,0.3944858530598149,0.06,-0.00229567,1.0
2010-03-18 00:00:00+00,SHORT,183,0.0,-0.12,-0.0040945867,1.0
2010-03-24 00:00:00+00,SHORT,2518,0.0,-0.11,-0.0021767644,1.0
2010-04-07 00:00:00+00,SHORT,2731,0.45116673398198204,-0.05,-3.3676307E-4,1.0
2010-04-15 00:00:00+00,SHORT,2546,1.0,0.21,-0.0034448851,1.0
2010-04-15 00:00:00+00,SHORT,2567,0.46079608327447824,-0.16,-0.0025895555,1.0
2010-04-15 00:00:00+00,SHORT,3539,1.0,-0.45,-0.0015089428,1.0
2010-04-20 00:00:00+00,SHORT,1087,1.0,-0.07,-0.0019928503,1.0
2010-04-23 00:00:00+00,SHORT,237,0.9166666666666666,0.42,-0.0038589076,1.0
2010-04-26 00:00:00+00,SHORT,73,1.0,0.15,-0.002773865,1.0
2010-04-26 00:00:00+00,SHORT,245,1.0,0.06,0.0022696215,1.0
2010-04-26 00:00:00+00,SHORT,835,1.0,0.05,-0.0040119956,1.0
2010-04-26 00:00:00+00,SHORT,2972,0.5681607843525095,-0.17,-0.0034819029,1.0
2010-04-26 00:00:00+00,SHORT,3641,0.7779000667630763,0.15,9.487831E-4,1.0
2010-04-26 00:00:00+00,SHORT,3895,0.8339204373088062,0.16,-0.001718407,1.0
2010-04-30 00:00:00+00,SHORT,502,0.0,-0.01,0.0054394216,1.0
2010-06-16 00:00:00+00,SHORT,2613,0.2441193330799771,0.02,-0.0037737575,1.0
2010-06-18 00:00:00+00,SHORT,69,0.0,-0.27,-0.0019656136,1.0
2010-06-21 00:00:00+00,SHORT,388,0.2065358078882933,-0.54,-0.0011683214,1.0
2010-06-21 00:00:00+00,SHORT,4034,1.0,-0.14,-8.191358E-4,1.0
2010-06-22 00:00:00+00,SHORT,2350,1.0,0.26,-0.0014511078,1.0
2010-07-09 00:00:00+00,SHORT,2084,0.5047804604613443,0.09,-0.0040293,1.0
2010-07-14 00:00:00+00,SHORT,1767,0.29561461502789366,0.01,-0.0018370714,1.0
2010-07-27 00:00:00+00,SHORT,3631,0.245758238785412,0.05,-0.0024565775,1.0
2010-08-03 00:00:00+00,SHORT,3815,1.0,-0.02,-7.2809076E-4,1.0
2010-08-04 00:00:00+00,SHORT,323,1.0,0.0068,3.1886416E-4,1.0
2010-08-04 00:00:00+00,SHORT,897,1.0,0.51,-0.0034946944,1.0
2010-08-06 00:00:00+00,SHORT,3994,0.0,0.19,0.0016571038,1.0
2010-09-07 00:00:00+00,SHORT,1356,1.0,0.0,0.0057351133,1.0
2010-09-08 00:00:00+00,SHORT,2111,0.611083333217614,0.4,-0.0048016147,1.0
2010-09-15 00:00:00+00,SHORT,1610,0.2600767360162221,0.23,-3.052226E-4,1.0
2010-09-21 00:00:00+00,SHORT,2028,1.0,-0.02,-9.552936E-5,1.0
2010-09-30 00:00:00+00,SHORT,3283,0.0,-0.29,0.0012904727,1.0
2010-10-06 00:00:00+00,SHORT,3216,1.0,-0.37,-9.3956117E-4,1.0
2010-10-27 00:00:00+00,SHORT,4197,0.5117076037298204,-0.02,-2.9944093E-4,1.0
2010-11-03 00:00:00+00,SHORT,937,0.07478170345735101,0.24,-0.0047537987,1.0
2010-11-04 00:00:00+00,SHORT,835,0.2036956490807493,0.0,-0.0044244323,1.0
2010-11-05 00:00:00+00,SHORT,194,0.04271380516717947,0.58,0.0016504766,1.0
2010-11-05 00:00:00+00,SHORT,2425,0.0,-0.07,-0.002347616,1.0
2010-11-05 00:00:00+00,SHORT,3137,0.31957046911666037,0.13,0.017288325,1.0
2010-11-05 00:00:00+00,SHORT,3646,0.9473684210526316,-0.12,1.7325874E-4,1.0
2010-11-08 00:00:00+00,SHORT,2351,0.2985270676145711,-0.1,-0.0026897637,1.0
2010-11-08 00:00:00+00,SHORT,1851,0.10383340075741801,0.05,4.3350382E-4,1.0
2010-11-09 00:00:00+00,SHORT,2055,0.0,0.05,7.3147257E-4,1.0
2010-11-10 00:00:00+00,SHORT,2285,0.6098777561449779,0.27,-0.0019353429,1.0
2010-11-10 00:00:00+00,SHORT,3815,0.0,0.16,-0.0041389437,1.0
2010-11-11 00:00:00+00,SHORT,3116,0.0,0.09,0.0048595923,1.0
2010-12-08 00:00:00+00,SHORT,3192,0.95,-0.094,1.191303E-4,1.0
2010-12-10 00:00:00+00,SHORT,266,0.16073639719527028,0.22,-0.004019112,1.0
2010-12-28 00:00:00+00,SHORT,4136,0.10137328210031558,0.28,-1.9417012E-4,1.0
2010-12-29 00:00:00+00,SHORT,2107,0.0,0.49,-4.0399877E-4,1.0
2011-01-10 00:00:00+00,SHORT,2527,1.0,-0.02,-0.0011099443,1.0
2011-01-19 00:00:00+00,SHORT,2986,0.35421648856362153,0.27,-4.8190475E-4,1.0
2011-01-27 00:00:00+00,SHORT,2452,0.2821190738590829,0.39,-0.004297689,1.0
2011-02-08 00:00:00+00,SHORT,2425,0.5710512997518615,-0.07,0.0040137838,1.0
2011-02-14 00:00:00+00,SHORT,3907,0.3155850675337165,-0.11,-0.0040490697,1.0
2011-02-16 00:00:00+00,SHORT,2061,0.0,0.22,-0.004662757,1.0
2011-02-17 00:00:00+00,SHORT,1144,0.12440720746685822,-0.13,-0.0013847675,1.0
2011-02-18 00:00:00+00,SHORT,52,0.0,-0.05,-0.004775157,1.0
2011-02-18 00:00:00+00,SHORT,535,0.0,-0.01,0.020090966,1.0
2011-02-18 00:00:00+00,SHORT,1258,0.0,-0.56,-0.0014813156,1.0
2011-02-18 00:00:00+00,SHORT,3815,0.0,0.16,-0.0043283463,1.0
2011-03-04 00:00:00+00,SHORT,2305,0.646579180143095,-0.36,0.0054143253,1.0
2011-03-04 00:00:00+00,SHORT,309,0.9333333333333333,0.53,-0.0023333533,1.0
2011-03-04 00:00:00+00,SHORT,638,0.15570796428315234,0.04,-0.0042926716,1.0
2011-03-04 00:00:00+00,SHORT,3335,0.0,0.2,-2.4920178E-4,1.0
2011-03-07 00:00:00+00,SHORT,2548,0.0,0.22,-0.0032494161,1.0
2011-03-28 00:00:00+00,SHORT,4224,0.0,-0.01,-0.004572092,1.0
2011-04-04 00:00:00+00,SHORT,3686,0.0,-0.22,-0.0039205267,1.0
2011-04-05 00:00:00+00,SHORT,3885,0.0,0.16,0.0038145254,1.0
2011-04-06 00:00:00+00,SHORT,9,0.0,-0.56,0.0024222543,1.0
2011-04-06 00:00:00+00,SHORT,1377,0.4143442040311065,0.02,-0.003320078,1.0
2011-04-07 00:00:00+00,SHORT,1434,0.6880315064472442,-0.33,-0.0041163038,1.0
2011-04-21 00:00:00+00,SHORT,938,0.0,-0.01,-0.0036819372,1.0
2011-04-25 00:00:00+00,SHORT,2640,0.2621422286749736,0.03,0.0013951593,1.0
2011-04-25 00:00:00+00,SHORT,3343,0.336988012495846,-0.41,-0.0018921309,1.0
2011-04-25 00:00:00+00,SHORT,1423,0.19628095466510137,-0.22,0.0056796316,1.0
2011-05-02 00:00:00+00,SHORT,2661,1.0,-0.16,9.35567E-4,1.0
2011-05-04 00:00:00+00,SHORT,1817,0.5713056335397525,0.0,-0.0033937225,1.0
2011-05-31 00:00:00+00,SHORT,629,0.875,-0.06,-0.0033520847,1.0
2011-05-31 00:00:00+00,SHORT,1851,0.3163027800587831,0.0,-0.00429251,1.0
2011-06-30 00:00:00+00,SHORT,2088,1.0,0.21,-0.0034498852,1.0
2011-07-05 00:00:00+00,SHORT,1832,0.4055061328378009,-0.34,-0.0045318836,1.0
2011-07-08 00:00:00+00,SHORT,3915,0.9090909090909091,-0.2,0.01342384,1.0
2011-07-22 00:00:00+00,SHORT,4136,0.8571428571428572,0.17,-0.0033941222,1.0
2011-07-22 00:00:00+00,SHORT,4194,1.0,-0.1038,0.01691271,1.0
2011-07-22 00:00:00+00,SHORT,558,1.0,0.23,-0.0032290178,1.0
2011-07-22 00:00:00+00,SHORT,1160,0.9333333333333333,-0.42,-0.003931304,1.0
2011-07-22 00:00:00+00,SHORT,3973,0.5891769763364277,-0.05,-0.004043842,1.0
2011-07-27 00:00:00+00,SHORT,1144,0.0,-0.13,0.007658935,1.0
2011-07-29 00:00:00+00,SHORT,903,0.9090909090909091,0.29,-0.0035862522,1.0
2011-08-31 00:00:00+00,SHORT,13,0.6290357216087674,-0.38,-0.0024335212,1.0
2011-09-15 00:00:00+00,SHORT,2305,0.0,-0.02,1.4855732E-4,1.0
2011-09-16 00:00:00+00,SHORT,2835,1.0,0.03,0.0076712742,1.0
2011-09-19 00:00:00+00,SHORT,780,0.8571428571428572,0.03,0.0025695295,1.0
2011-09-19 00:00:00+00,SHORT,1191,0.8333333333333334,-0.04,-0.0016776219,1.0
2011-09-20 00:00:00+00,SHORT,844,0.3094312498418089,0.0044,0.0021043492,1.0
2011-09-20 00:00:00+00,SHORT,3355,1.0,0.07,0.006799984,1.0
2011-09-21 00:00:00+00,SHORT,11,0.9285714285714286,0.0475,-0.001576709,1.0
2011-09-29 00:00:00+00,SHORT,2066,0.0,0.0,-2.5229756E-4,1.0
2011-10-28 00:00:00+00,SHORT,2285,0.8,0.42,0.021938782,1.0
2011-10-28 00:00:00+00,SHORT,2351,0.9090909090909091,0.0,0.001765929,1.0
2011-10-28 00:00:00+00,SHORT,1910,0.45047018190449545,-0.19,0.00468274,1.0
2011-10-31 00:00:00+00,SHORT,2351,0.3780282749464036,0.0,-0.0032923352,1.0
2011-11-07 00:00:00+00,SHORT,3895,0.6673454122595327,-0.13,0.008370562,1.0
2011-11-14 00:00:00+00,SHORT,406,0.2489259785848442,0.3648,5.1476486E-4,1.0
2011-12-01 00:00:00+00,SHORT,234,0.7184649464351739,0.17,0.0020224128,1.0
2012-01-04 00:00:00+00,SHORT,3648,0.478828409628211,-0.1321,0.0013572891,1.0
2012-01-04 00:00:00+00,SHORT,4016,0.4892550325758693,-0.3628,-0.0025743474,1.0
2012-01-19 00:00:00+00,SHORT,2253,0.42263361052624343,0.07,-0.003318052,1.0
2012-01-23 00:00:00+00,SHORT,2518,0.0,0.15,-0.00115002,1.0
2012-02-06 00:00:00+00,SHORT,2877,0.5139012850198044,-0.34,-3.6759704E-4,1.0
2012-02-17 00:00:00+00,SHORT,2770,0.0,-0.25,0.0023937905,1.0
2012-02-22 00:00:00+00,SHORT,1593,0.445466987413914,0.32,-0.0028382433,1.0
2012-02-23 00:00:00+00,SHORT,3915,0.0,0.32,0.0015364923,1.0
2012-02-29 00:00:00+00,SHORT,2720,0.8571428571428572,0.03,-2.448983E-4,1.0
2012-02-29 00:00:00+00,SHORT,3885,0.1550784167130017,0.23,-0.002400945,1.0
2012-03-16 00:00:00+00,SHORT,3581,0.7372082180188697,-0.04,-0.0013660592,1.0
2012-03-20 00:00:00+00,SHORT,3198,0.106530601742395,-0.17,0.0010826506,1.0
2012-03-28 00:00:00+00,SHORT,2421,0.7336270780575685,-0.39,-0.0041094576,1.0
2012-03-28 00:00:00+00,SHORT,3822,0.38043582452323127,-0.01,-0.002144165,1.0
2012-04-26 00:00:00+00,SHORT,1244,0.9333333333333333,-0.2281,-0.0027593526,1.0
2012-04-27 00:00:00+00,SHORT,3574,0.9166666666666666,-0.01,0.0026820945,1.0
2012-04-30 00:00:00+00,SHORT,9,0.9444444444444444,-0.46,-0.003739175,1.0
2012-05-02 00:00:00+00,SHORT,1081,0.4374259608688961,0.37,-0.0033663781,1.0
2012-05-11 00:00:00+00,SHORT,13,0.5715588770960753,0.03,-0.0039353166,1.0
2012-05-17 00:00:00+00,SHORT,1678,0.8053922228481754,-0.0155,-0.003600907,1.0
2012-05-24 00:00:00+00,SHORT,1767,0.2709821145467841,0.01,4.1166414E-4,1.0
2012-06-20 00:00:00+00,SHORT,498,0.3704721800226771,-0.1826,-0.0034450986,1.0
2012-06-20 00:00:00+00,SHORT,1360,0.0,-0.02,-0.0038822081,1.0
2012-07-02 00:00:00+00,SHORT,4122,0.11449696049414942,-0.38,0.0038334935,1.0
2012-07-02 00:00:00+00,SHORT,2770,0.0,-0.3,0.012624386,1.0
2012-07-02 00:00:00+00,SHORT,1803,0.9473684210526316,0.25,-0.0019079875,1.0
2012-07-03 00:00:00+00,SHORT,2912,0.0,0.11,-0.0034589956,1.0
2012-07-03 00:00:00+00,SHORT,3994,1.0,-0.27,0.011171658,1.0
2012-07-05 00:00:00+00,SHORT,4122,0.0,-0.38,-0.0044478592,1.0
2012-07-05 00:00:00+00,SHORT,3470,0.34824041284585033,0.11,-0.003320531,1.0
2012-07-05 00:00:00+00,SHORT,1534,1.0,-0.02,-0.0019658017,1.0
2012-07-05 00:00:00+00,SHORT,3754,0.9411764705882353,0.31,-0.0020981408,1.0
2012-07-05 00:00:00+00,SHORT,3828,0.0,-0.43,-0.0024518103,1.0
2012-07-06 00:00:00+00,SHORT,838,0.30448476955995624,0.01,-0.0027000697,1.0
2012-08-21 00:00:00+00,SHORT,4201,0.0,0.24,-0.0035780612,1.0
2012-09-07 00:00:00+00,SHORT,3683,0.5379260753982382,0.04,0.005491168,1.0
2012-09-14 00:00:00+00,SHORT,3652,0.6678628053144288,0.58,-0.0045992024,1.0
2012-09-14 00:00:00+00,SHORT,3841,0.6824038690242961,-0.1,0.0023302543,1.0
2012-09-17 00:00:00+00,SHORT,2129,0.5785927070447886,0.05,0.002925563,1.0
2012-09-17 00:00:00+00,SHORT,194,0.18666093674124187,-0.1,0.0027429748,1.0
2012-09-17 00:00:00+00,SHORT,248,0.7106680218721185,0.04,-3.321843E-4,1.0
2012-09-17 00:00:00+00,SHORT,2421,0.41032651736340453,0.23,0.008217176,1.0
2012-09-17 00:00:00+00,SHORT,694,0.26898629543355385,0.23,6.5035746E-4,1.0
2012-09-17 00:00:00+00,SHORT,2877,0.1692458533851294,0.48,0.0034506891,1.0
2012-09-17 00:00:00+00,SHORT,938,0.549814121439686,0.04,-7.7560556E-4,1.0
2012-09-17 00:00:00+00,SHORT,3244,0.426197285394821,0.25,-4.604215E-4,1.0
2012-09-17 00:00:00+00,SHORT,3469,0.25222862121496253,0.41,0.0014206612,1.0
2012-09-17 00:00:00+00,SHORT,3596,0.5361714658730125,-0.04,-0.0023462125,1.0
2012-09-18 00:00:00+00,SHORT,2421,0.1775124889928683,0.23,-0.003021082,1.0
2012-09-18 00:00:00+00,SHORT,394,0.18931221980037366,0.1,0.0116007915,1.0
2012-09-18 00:00:00+00,SHORT,516,0.0,0.15,-0.0028151965,1.0
2012-10-01 00:00:00+00,SHORT,2720,0.9411764705882353,-0.01,0.0019398398,1.0
2012-10-08 00:00:00+00,SHORT,3818,1.0,0.06,9.6490124E-4,1.0
2012-10-17 00:00:00+00,SHORT,4118,0.5310309718269073,-0.01,9.46013E-5,1.0
2012-10-18 00:00:00+00,SHORT,1474,0.18468499805108451,-0.5,-0.0035099434,1.0
2012-10-18 00:00:00+00,SHORT,1869,0.0,0.47,-0.004042384,1.0
2012-10-18 00:00:00+00,SHORT,3973,0.515107774446118,-0.16,0.0016874386,1.0
2012-10-19 00:00:00+00,SHORT,2999,0.5031361485161925,0.53,0.0023010217,1.0
2012-11-02 00:00:00+00,SHORT,3693,0.11669507081803476,-0.3715,-0.0014034433,1.0
2012-11-05 00:00:00+00,SHORT,433,0.0,-0.03,-0.0043327753,1.0
2012-11-05 00:00:00+00,SHORT,918,0.15527115879420766,0.1,-8.970621E-4,1.0
2012-11-05 00:00:00+00,SHORT,1299,0.5174803780099783,0.11,-7.915E-4,1.0
2012-11-07 00:00:00+00,SHORT,2898,0.30721719806054676,-0.02,0.0041776975,1.0
2012-11-08 00:00:00+00,SHORT,2898,0.3545950909247912,-0.02,-0.0016515262,1.0
2012-11-08 00:00:00+00,SHORT,1807,0.48742157177493606,-0.15,-2.1026647E-4,1.0
2012-12-20 00:00:00+00,SHORT,2345,0.0,0.51,-0.0031708176,1.0
2013-01-04 00:00:00+00,SHORT,401,0.009285095961378083,0.48,-0.0032601836,1.0
2013-01-14 00:00:00+00,SHORT,2686,1.0,0.19,0.001031256,1.0
2013-01-30 00:00:00+00,SHORT,2569,0.36438788975684955,-0.5,-0.0048681833,1.0
2013-01-31 00:00:00+00,SHORT,3124,0.0,0.1385,-0.0035185912,1.0
2013-02-01 00:00:00+00,SHORT,3861,0.31790220477679937,-0.14,3.317089E-4,1.0
2013-02-04 00:00:00+00,SHORT,219,1.0,-0.38,-1.4100478E-4,1.0
2013-02-11 00:00:00+00,SHORT,643,0.22841277962303555,-0.09,0.0031421254,1.0
2013-02-13 00:00:00+00,SHORT,413,0.1995525899495247,-0.07,-0.0047879587,1.0
2013-02-14 00:00:00+00,SHORT,739,0.5914775056793917,0.28,-0.0042855623,1.0
2013-02-20 00:00:00+00,SHORT,401,0.3165126961694877,-0.25,0.0015611509,1.0
2013-03-15 00:00:00+00,SHORT,2582,0.0,0.08,-0.0033798723,1.0
2013-03-15 00:00:00+00,SHORT,1303,0.7069338031540391,-0.03,-0.0026992,1.0
2013-03-22 00:00:00+00,SHORT,578,0.12502061653710791,0.54,-0.0033710676,1.0
2013-04-01 00:00:00+00,SHORT,424,1.0,0.56,0.0016869697,1.0
2013-04-11 00:00:00+00,SHORT,4112,0.7978309648223659,0.0,-0.0034246687,1.0
2013-04-12 00:00:00+00,SHORT,475,0.0,-0.02,-0.0012142471,1.0
2013-04-12 00:00:00+00,SHORT,2728,0.0,-0.12,-0.0030356578,1.0
2013-04-12 00:00:00+00,SHORT,3802,0.1807164886225458,-0.07,0.0017261419,1.0
2013-04-15 00:00:00+00,SHORT,2028,0.42649383690804427,0.11,-0.0038343647,1.0
2013-05-06 00:00:00+00,SHORT,64,0.40157184060230433,-0.27,0.0019441592,1.0
2013-06-10 00:00:00+00,SHORT,4218,0.46850605639528586,-0.29,-0.0012685775,1.0
2013-07-12 00:00:00+00,SHORT,3773,0.6512171283005247,0.39,-0.0027636152,1.0
2013-07-15 00:00:00+00,SHORT,2613,0.7699222796669799,0.0,-0.0036314048,1.0
2013-07-30 00:00:00+00,SHORT,753,0.3222337913520494,0.04,0.003079255,1.0
2013-08-02 00:00:00+00,SHORT,19,0.95,0.1082,0.0041656527,1.0
2013-08-02 00:00:00+00,SHORT,2912,0.13746693260832218,0.08,-0.0021847838,1.0
2013-08-02 00:00:00+00,SHORT,3275,0.030520753183379774,0.1779,0.0040194914,1.0
2013-08-05 00:00:00+00,SHORT,2761,0.37073516512355603,0.11,-0.0024021862,1.0
2013-08-05 00:00:00+00,SHORT,3275,0.0,0.1779,-0.001577937,1.0
2013-08-09 00:00:00+00,SHORT,93,0.11573592993379225,0.04,-0.0029022745,1.0
2013-08-26 00:00:00+00,SHORT,76,0.0,0.08,-0.0044972957,1.0
2013-08-26 00:00:00+00,SHORT,2543,0.4559308586399929,-0.33,0.004432384,1.0
2013-09-10 00:00:00+00,SHORT,610,0.0,0.0,0.0031524575,1.0
2013-09-17 00:00:00+00,SHORT,2504,0.9285714285714286,-0.44,0.0020720193,1.0
2013-09-17 00:00:00+00,SHORT,3684,0.0,0.38,-0.0019728972,1.0
2013-09-19 00:00:00+00,SHORT,2151,0.1404738262565705,0.24,-8.3035755E-4,1.0
2013-09-19 00:00:00+00,SHORT,517,0.0,-0.2,0.0016204682,1.0
2013-09-19 00:00:00+00,SHORT,535,0.0,0.1,0.0016262629,1.0
2013-09-19 00:00:00+00,SHORT,1324,0.0,-0.55,-0.0047733104,1.0
2013-09-19 00:00:00+00,SHORT,3872,0.2512796295594253,0.08,-0.0046781185,1.0
2013-09-19 00:00:00+00,SHORT,4049,0.0,0.19,-0.0047666524,1.0
2013-09-19 00:00:00+00,SHORT,4089,0.3865722395386433,-0.57,0.011285242,1.0
2013-10-03 00:00:00+00,SHORT,3793,0.0,0.4,-0.0033756564,1.0
2013-10-21 00:00:00+00,SHORT,2426,0.8888888888888888,-0.03,-9.6445257E-4,1.0
2013-10-21 00:00:00+00,SHORT,2469,0.24906842223124678,0.15,-0.0024375159,1.0
2013-10-31 00:00:00+00,SHORT,394,0.54510990012664,0.04,0.027804757,1.0
2013-11-29 00:00:00+00,SHORT,4153,0.31557126111202144,-0.18,0.0013520616,1.0
2013-12-02 00:00:00+00,SHORT,3868,0.0,-0.0217,-0.0017299587,1.0
2013-12-24 00:00:00+00,SHORT,1328,0.0,-0.02,-0.004405196,1.0
2014-01-10 00:00:00+00,SHORT,4073,0.0,-0.09,0.0013369616,1.0
2014-01-15 00:00:00+00,SHORT,1840,0.25784428245294083,0.12,0.004965901,1.0
2014-01-16 00:00:00+00,SHORT,1985,0.6687375816723586,0.26,-0.0016342188,1.0
2014-01-21 00:00:00+00,SHORT,3943,0.540558658846955,-0.02,0.009744891,1.0
2014-01-22 00:00:00+00,SHORT,975,0.126640203523513,-0.08,-0.0044931886,1.0
2014-01-22 00:00:00+00,SHORT,1832,0.13849394442574586,0.16,-0.004710713,1.0
2014-01-23 00:00:00+00,SHORT,2541,0.15133495496961344,-0.09,0.0015627947,1.0
